,Disease,Count of Disease Occurrence,Symptom,Diease_Code,Symptom_Code
1327,,,UMLS:C0156543_abortion,UMLS:C0023267,UMLS:C0156543
1328,,,UMLS:C0232943_intermenstrual heavy bleeding,UMLS:C0023267,UMLS:C0232943
1329,,,UMLS:C0026827_muscle hypotonia^UMLS:C0241938_hypotonic,UMLS:C0023267,UMLS:C0026827
1330,,,UMLS:C0232997_previous pregnancies 2,UMLS:C0023267,UMLS:C0232997
1331,,,UMLS:C0392680_shortness of breath,UMLS:C0023267,UMLS:C0392680
1332,,,UMLS:C0015967_fever,UMLS:C0023267,UMLS:C0015967
1333,,,UMLS:C0018834_heartburn,UMLS:C0023267,UMLS:C0018834
1334,,,UMLS:C0860096_primigravida,UMLS:C0023267,UMLS:C0860096
1335,,,UMLS:C0702118_abnormally hard consistency,UMLS:C0023267,UMLS:C0702118
1336,,,UMLS:C1405524_proteinemia,UMLS:C0023267,UMLS:C1405524
1337,UMLS:C0017601_glaucoma,95.0,UMLS:C0085639_fall,UMLS:C0017601,UMLS:C0085639
1338,,,UMLS:C0000731_distended abdomen,UMLS:C0017601,UMLS:C0000731
1339,,,UMLS:C1273573_unsteady gait,UMLS:C0017601,UMLS:C1273573
1340,,,UMLS:C0030554_paresthesia,UMLS:C0017601,UMLS:C0030554
1341,,,UMLS:C0020625_hyponatremia,UMLS:C0017601,UMLS:C0020625
1342,,,UMLS:C0085631_agitation,UMLS:C0017601,UMLS:C0085631
1343,,,UMLS:C0041657_unconscious state,UMLS:C0017601,UMLS:C0041657
1344,,,UMLS:C0085624_burning sensation,UMLS:C0017601,UMLS:C0085624
1345,,,UMLS:C0221198_lesion,UMLS:C0017601,UMLS:C0221198
1346,,,UMLS:C0577559_mass of body structure,UMLS:C0017601,UMLS:C0577559
1347,UMLS:C0027627_neoplasm metastasis,94.0,UMLS:C0205400_thicken,UMLS:C0027627,UMLS:C0205400
1348,,,UMLS:C1269955_tumor cell invasion,UMLS:C0027627,UMLS:C1269955
1349,,,UMLS:C1513183_metastatic lesion,UMLS:C0027627,UMLS:C1513183
1350,,,UMLS:C0007859_pain neck,UMLS:C0027627,UMLS:C0007859
1351,,,UMLS:C0034079_lung nodule,UMLS:C0027627,UMLS:C0034079
1352,,,UMLS:C0030193_pain,UMLS:C0027627,UMLS:C0030193
1353,,,UMLS:C0000737_pain abdominal,UMLS:C0027627,UMLS:C0000737
1354,,,UMLS:C0149696_food intolerance,UMLS:C0027627,UMLS:C0149696
1355,,,UMLS:C0577559_mass of body structure,UMLS:C0027627,UMLS:C0577559
1356,,,UMLS:C0741302_atypia,UMLS:C0027627,UMLS:C0741302
1357,UMLS:C0007102_malignant tumor of colon^UMLS:C0699790_carcinoma colon,94.0,UMLS:C0221198_lesion,UMLS:C0007102,UMLS:C0221198
1358,,,UMLS:C0242453_prostatism,UMLS:C0007102,UMLS:C0242453
1359,,,UMLS:C0009806_constipation,UMLS:C0007102,UMLS:C0009806
1360,,,UMLS:C0858924_general discomfort,UMLS:C0007102,UMLS:C0858924
1361,,,UMLS:C0011991_diarrhea,UMLS:C0007102,UMLS:C0011991
1362,,,UMLS:C0000737_pain abdominal,UMLS:C0007102,UMLS:C0000737
1363,,,UMLS:C0152032_urinary hesitation,UMLS:C0007102,UMLS:C0152032
1364,,,UMLS:C0857087_dizzy spells,UMLS:C0007102,UMLS:C0857087
1365,,,UMLS:C0278146_shooting pain,UMLS:C0007102,UMLS:C0278146
1366,,,UMLS:C0428977_bradycardia,UMLS:C0007102,UMLS:C0428977
1367,,,UMLS:C0042963_vomiting,UMLS:C0007102,UMLS:C0042963
1368,,,UMLS:C0694547_systolic ejection murmur,UMLS:C0007102,UMLS:C0694547
1369,,,UMLS:C0027497_nausea,UMLS:C0007102,UMLS:C0027497
1370,,,UMLS:C0235250_hyperemesis,UMLS:C0007102,UMLS:C0235250
1371,,,UMLS:C0085602_polydypsia,UMLS:C0007102,UMLS:C0085602
1372,UMLS:C0011880_ketoacidosis diabetic,93.0,UMLS:C0032617_polyuria,UMLS:C0011880,UMLS:C0032617
1373,,,UMLS:C0042963_vomiting,UMLS:C0011880,UMLS:C0042963
1374,,,UMLS:C0027497_nausea,UMLS:C0011880,UMLS:C0027497
1375,,,UMLS:C0000737_pain abdominal,UMLS:C0011880,UMLS:C0000737
1376,,,UMLS:C0443260_milky,UMLS:C0011880,UMLS:C0443260
1377,,,UMLS:C0235129_feeling strange,UMLS:C0011880,UMLS:C0235129
1378,,,UMLS:C0232517_gurgle,UMLS:C0011880,UMLS:C0232517
1379,,,UMLS:C0027769_nervousness,UMLS:C0011880,UMLS:C0027769
1380,,,UMLS:C0232498_abdominal tenderness,UMLS:C0011880,UMLS:C0232498
1381,,,UMLS:C0232605_regurgitates after swallowing,UMLS:C0011880,UMLS:C0232605
1382,,,UMLS:C0344232_vision blurred,UMLS:C0011880,UMLS:C0344232
1383,,,UMLS:C0152032_urinary hesitation,UMLS:C0011880,UMLS:C0152032
1384,,,UMLS:C0011991_diarrhea,UMLS:C0011880,UMLS:C0011991
1385,,,UMLS:C0036572_seizure,UMLS:C0011880,UMLS:C0036572
1386,,,UMLS:C0236018_aura,UMLS:C0011880,UMLS:C0236018
1387,UMLS:C0014549_tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92.0,UMLS:C0013144_drowsiness,UMLS:C0014549,UMLS:C0013144
1388,,,UMLS:C0542073_lip smacking,UMLS:C0014549,UMLS:C0542073
1389,,,UMLS:C0027066_myoclonus,UMLS:C0014549,UMLS:C0027066
1390,,,UMLS:C0040822_tremor,UMLS:C0014549,UMLS:C0040822
1391,,,UMLS:C0751466_phonophobia,UMLS:C0014549,UMLS:C0751466
1392,,,UMLS:C0522336_rolling of eyes,UMLS:C0014549,UMLS:C0522336
1393,,,UMLS:C0234450_sleepy,UMLS:C0014549,UMLS:C0234450
1394,,,UMLS:C0019572_hirsutism,UMLS:C0014549,UMLS:C0019572
1395,,,UMLS:C0554980_moody,UMLS:C0014549,UMLS:C0554980
1396,,,UMLS:C0231530_muscle twitch,UMLS:C0014549,UMLS:C0231530
1397,,,UMLS:C0241526_unresponsiveness,UMLS:C0014549,UMLS:C0241526
1398,,,UMLS:C0018681_headache,UMLS:C0014549,UMLS:C0018681
1399,,,UMLS:C0002416_ambidexterity,UMLS:C0014549,UMLS:C0002416
1400,,,UMLS:C0424530_absences finding,UMLS:C0014549,UMLS:C0424530
1401,,,UMLS:C0037763_spasm,UMLS:C0014549,UMLS:C0037763
1402,,,UMLS:C0043096_decreased body weight,UMLS:C0014549,UMLS:C0043096
1403,,,UMLS:C1269955_tumor cell invasion,UMLS:C0014549,UMLS:C1269955
1404,UMLS:C0006826_malignant neoplasms,90.0,UMLS:C0232118_pulsus paradoxus,UMLS:C0006826,UMLS:C0232118
1405,,,UMLS:C1291692_gravida 10,UMLS:C0006826,UMLS:C1291692
1406,,,UMLS:C0577559_mass of body structure,UMLS:C0006826,UMLS:C0577559
1407,,,UMLS:C0221198_lesion,UMLS:C0006826,UMLS:C0221198
1408,,,UMLS:C0018834_heartburn,UMLS:C0006826,UMLS:C0018834
1409,,,UMLS:C0028081_night sweat,UMLS:C0006826,UMLS:C0028081
1410,,,UMLS:C0205400_thicken,UMLS:C0006826,UMLS:C0205400
1411,,,UMLS:C0085593_chill,UMLS:C0006826,UMLS:C0085593
1412,,,UMLS:C0029053_decreased translucency,UMLS:C0006826,UMLS:C0029053
1413,,,UMLS:C0000737_pain abdominal,UMLS:C0006826,UMLS:C0000737
1414,,,UMLS:C0541911_dullness,UMLS:C0006826,UMLS:C0541911
1415,,,UMLS:C0149696_food intolerance,UMLS:C0006826,UMLS:C0149696
1416,,,UMLS:C0476273_distress respiratory,UMLS:C0006826,UMLS:C0476273
1417,,,UMLS:C0020649_hypotension,UMLS:C0006826,UMLS:C0020649
1418,UMLS:C1145670_respiratory failure,90.0,UMLS:C0018991_hemiplegia,UMLS:C1145670,UMLS:C0018991
1419,,,UMLS:C0037384_snore,UMLS:C1145670,UMLS:C0037384
1420,,,UMLS:C0241526_unresponsiveness,UMLS:C1145670,UMLS:C0241526
1421,,,UMLS:C0239134_productive cough,UMLS:C1145670,UMLS:C0239134
1422,,,UMLS:C0013404_dyspnea,UMLS:C1145670,UMLS:C0013404
1423,,,UMLS:C0231835_tachypnea,UMLS:C1145670,UMLS:C0231835
1424,,,UMLS:C0020461_hyperkalemia,UMLS:C1145670,UMLS:C0020461
1425,,,UMLS:C0086439_hypokinesia,UMLS:C1145670,UMLS:C0086439
1426,,,UMLS:C0232201_sinus rhythm,UMLS:C1145670,UMLS:C0232201
1427,,,UMLS:C0427108_general unsteadiness,UMLS:C1145670,UMLS:C0427108
1428,,,UMLS:C0006318_bruit,UMLS:C1145670,UMLS:C0006318
1429,,,UMLS:C0239110_consciousness clear,UMLS:C1145670,UMLS:C0239110
1430,,,UMLS:C0392680_shortness of breath,UMLS:C1145670,UMLS:C0392680
1431,,,UMLS:C0221198_lesion,UMLS:C1145670,UMLS:C0221198
1432,,,UMLS:C0332575_redness,UMLS:C1145670,UMLS:C0332575
1433,UMLS:C0025202_melanoma,87.0,UMLS:C0577559_mass of body structure,UMLS:C0025202,UMLS:C0577559
1434,,,UMLS:C0221166_paraparesis,UMLS:C0025202,UMLS:C0221166
1435,,,UMLS:C0015967_fever,UMLS:C0025202,UMLS:C0015967
1436,,,UMLS:C0232995_gravida 0,UMLS:C0025202,UMLS:C0232995
1437,,,UMLS:C0030193_pain,UMLS:C0025202,UMLS:C0030193
1438,,,UMLS:C0033774_pruritus,UMLS:C0025202,UMLS:C0033774
1439,,,UMLS:C0024103_mass in breast,UMLS:C0025202,UMLS:C0024103
1440,,,UMLS:C0042963_vomiting,UMLS:C0025202,UMLS:C0042963
1441,,,UMLS:C0011991_diarrhea,UMLS:C0025202,UMLS:C0011991
1442,UMLS:C0017160_gastroenteritis,87.0,UMLS:C0000737_pain abdominal,UMLS:C0017160,UMLS:C0000737
1443,,,UMLS:C0476287_breath-holding spell,UMLS:C0017160,UMLS:C0476287
1444,,,UMLS:C0027497_nausea,UMLS:C0017160,UMLS:C0027497
1445,,,UMLS:C0043096_decreased body weight,UMLS:C0017160,UMLS:C0043096
1446,,,UMLS:C0234233_sore to touch,UMLS:C0017160,UMLS:C0234233
1447,,,UMLS:C0240962_scleral icterus,UMLS:C0017160,UMLS:C0240962
1448,,,UMLS:C0015967_fever,UMLS:C0017160,UMLS:C0015967
1449,,,UMLS:C0231528_myalgia,UMLS:C0017160,UMLS:C0231528
1450,,,UMLS:C0020625_hyponatremia,UMLS:C0017160,UMLS:C0020625
1451,,,UMLS:C0232602_retch,UMLS:C0017160,UMLS:C0232602
1452,,,UMLS:C0577559_mass of body structure,UMLS:C0017160,UMLS:C0577559
1453,,,UMLS:C0043096_decreased body weight,UMLS:C0017160,UMLS:C0043096
1454,UMLS:C0242379_malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86.0,UMLS:C0221198_lesion,UMLS:C0242379,UMLS:C0221198
1455,,,UMLS:C0010200_cough,UMLS:C0242379,UMLS:C0010200
1456,,,UMLS:C0034079_lung nodule,UMLS:C0242379,UMLS:C0034079
1457,,,UMLS:C0392680_shortness of breath,UMLS:C0242379,UMLS:C0392680
1458,,,UMLS:C0019079_haemoptysis,UMLS:C0242379,UMLS:C0019079
1459,,,UMLS:C0742985_debilitation,UMLS:C0242379,UMLS:C0742985
1460,,,UMLS:C0232517_gurgle,UMLS:C0242379,UMLS:C0232517
1461,,,UMLS:C0234238_ache,UMLS:C0242379,UMLS:C0234238
1462,,,UMLS:C0034642_rale,UMLS:C0242379,UMLS:C0034642
1463,,,UMLS:C0028081_night sweat,UMLS:C0242379,UMLS:C0028081
1464,,,UMLS:C0029053_decreased translucency,UMLS:C0242379,UMLS:C0029053
1465,,,UMLS:C0004093_asthenia,UMLS:C0242379,UMLS:C0004093
1466,,,UMLS:C1513183_metastatic lesion,UMLS:C0242379,UMLS:C1513183
1467,,,UMLS:C0085631_agitation,UMLS:C0242379,UMLS:C0085631
1468,,,UMLS:C0022107_irritable mood,UMLS:C0242379,UMLS:C0022107
1469,UMLS:C0024713_manic disorder,85.0,UMLS:C0455769_energy increased,UMLS:C0024713,UMLS:C0455769
1470,,,UMLS:C0438696_suicidal,UMLS:C0024713,UMLS:C0438696
1471,,,UMLS:C0917799_hypersomnia,UMLS:C0024713,UMLS:C0917799
1472,,,UMLS:C0424000_feeling suicidal,UMLS:C0024713,UMLS:C0424000
1473,,,UMLS:C0948786_blanch,UMLS:C0024713,UMLS:C0948786
1474,,,UMLS:C0233762_hallucinations auditory,UMLS:C0024713,UMLS:C0233762
1475,,,UMLS:C0233763_hallucinations visual,UMLS:C0024713,UMLS:C0233763
1476,,,UMLS:C0233492_elation,UMLS:C0024713,UMLS:C0233492
1477,,,UMLS:C0424068_verbal auditory hallucinations,UMLS:C0024713,UMLS:C0424068
1478,,,UMLS:C0150041_feeling hopeless,UMLS:C0024713,UMLS:C0150041
1479,,,UMLS:C1299586_difficulty,UMLS:C0024713,UMLS:C1299586
1480,,,UMLS:C0231187_decompensation,UMLS:C0024713,UMLS:C0231187
1481,,,UMLS:C0558089_verbally abusive behavior,UMLS:C0024713,UMLS:C0558089
1482,,,UMLS:C0438696_suicidal,UMLS:C0024713,UMLS:C0438696
1483,,,UMLS:C0424000_feeling suicidal,UMLS:C0024713,UMLS:C0424000
1484,UMLS:C0031212_personality disorder,84.0,UMLS:C0028084_nightmare,UMLS:C0031212,UMLS:C0028084
1485,,,UMLS:C0150041_feeling hopeless,UMLS:C0031212,UMLS:C0150041
1486,,,UMLS:C0558141_transsexual,UMLS:C0031212,UMLS:C0558141
1487,,,UMLS:C0233762_hallucinations auditory,UMLS:C0031212,UMLS:C0233762
1488,,,UMLS:C0022107_irritable mood,UMLS:C0031212,UMLS:C0022107
1489,,,UMLS:C0917801_sleeplessness,UMLS:C0031212,UMLS:C0917801
1490,,,UMLS:C0085631_agitation,UMLS:C0031212,UMLS:C0085631
1491,,,UMLS:C0424109_weepiness,UMLS:C0031212,UMLS:C0424109
1492,,,UMLS:C0344315_mood depressed,UMLS:C0031212,UMLS:C0344315
1493,,,UMLS:C1384489_scratch marks,UMLS:C0031212,UMLS:C1384489
1494,,,UMLS:C0027498_nausea and vomiting,UMLS:C0031212,UMLS:C0027498
1495,,,UMLS:C0277794_extreme exhaustion,UMLS:C0031212,UMLS:C0277794
1496,,,UMLS:C0748706_side pain,UMLS:C0031212,UMLS:C0748706
1497,,,UMLS:C0233481_worry,UMLS:C0031212,UMLS:C0233481
1498,,,UMLS:C0014394_enuresis,UMLS:C0031212,UMLS:C0014394
1499,,,UMLS:C0237154_homelessness,UMLS:C0031212,UMLS:C0237154
1500,,,UMLS:C0027769_nervousness,UMLS:C0031212,UMLS:C0027769
1501,,,UMLS:C0003962_ascites,UMLS:C0031212,UMLS:C0003962
1502,,,UMLS:C0033774_pruritus,UMLS:C0031212,UMLS:C0033774
1503,UMLS:C0019204_primary carcinoma of the liver cells,82.0,UMLS:C0577559_mass of body structure,UMLS:C0019204,UMLS:C0577559
1504,,,UMLS:C0038002_splenomegaly,UMLS:C0019204,UMLS:C0038002
1505,,,UMLS:C0221198_lesion,UMLS:C0019204,UMLS:C0221198
1506,,,UMLS:C0030552_paresis,UMLS:C0019204,UMLS:C0030552
1507,,,UMLS:C1269955_tumor cell invasion,UMLS:C0019204,UMLS:C1269955
1508,,,UMLS:C0848277_room spinning,UMLS:C0019204,UMLS:C0848277
1509,,,UMLS:C0019080_haemorrhage,UMLS:C0019204,UMLS:C0019080
1510,,,UMLS:C0205400_thicken,UMLS:C0019204,UMLS:C0205400
1511,,,UMLS:C0085632_indifferent mood,UMLS:C0019204,UMLS:C0085632
1512,,,UMLS:C0006625_cachexia,UMLS:C0019204,UMLS:C0006625
1513,,,"UMLS:C0020672_hypothermia, natural",UMLS:C0019204,UMLS:C0020672
1514,,,UMLS:C0000737_pain abdominal,UMLS:C0019204,UMLS:C0000737
1515,,,UMLS:C0019209_hepatomegaly,UMLS:C0019204,UMLS:C0019209
1516,,,UMLS:C0744727_hematocrit decreased,UMLS:C0019204,UMLS:C0744727
1517,,,UMLS:C0085628_stupor,UMLS:C0019204,UMLS:C0085628
1518,,,UMLS:C0043096_decreased body weight,UMLS:C0019204,UMLS:C0043096
1519,,,UMLS:C0392680_shortness of breath,UMLS:C0019204,UMLS:C0392680
1520,,,UMLS:C0010200_cough,UMLS:C0019204,UMLS:C0010200
1521,UMLS:C0034067_emphysema pulmonary,80.0,UMLS:C0474395_behavior showing increased motor activity,UMLS:C0034067,UMLS:C0474395
1522,,,UMLS:C0241158_scar tissue,UMLS:C0034067,UMLS:C0241158
1523,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0034067,UMLS:C0231807
1524,,,UMLS:C0520966_coordination abnormal,UMLS:C0034067,UMLS:C0520966
1525,,,UMLS:C0231528_myalgia,UMLS:C0034067,UMLS:C0231528
1526,,,UMLS:C0020440_hypercapnia,UMLS:C0034067,UMLS:C0020440
1527,,,UMLS:C0392162_clammy skin,UMLS:C0034067,UMLS:C0392162
1528,,,UMLS:C0557075_has religious belief,UMLS:C0034067,UMLS:C0557075
1529,,,UMLS:C0848277_room spinning,UMLS:C0034067,UMLS:C0848277
1530,,,UMLS:C0859032_moan,UMLS:C0034067,UMLS:C0859032
1531,,,UMLS:C0028081_night sweat,UMLS:C0034067,UMLS:C0028081
1532,,,UMLS:C0006625_cachexia,UMLS:C0034067,UMLS:C0006625
1533,,,UMLS:C0436331_symptom aggravating factors,UMLS:C0034067,UMLS:C0436331
1534,,,UMLS:C0013404_dyspnea,UMLS:C0034067,UMLS:C0013404
1535,,,UMLS:C0034642_rale,UMLS:C0034067,UMLS:C0034642
1536,,,UMLS:C0016382_flushing,UMLS:C0034067,UMLS:C0016382
1537,,,UMLS:C0221150_painful swallowing,UMLS:C0034067,UMLS:C0221150
1538,,,UMLS:C0003862_arthralgia,UMLS:C0034067,UMLS:C0003862
1539,,,UMLS:C0008301_choke,UMLS:C0034067,UMLS:C0008301
1540,,,UMLS:C0232726_tenesmus,UMLS:C0034067,UMLS:C0232726
1541,,,UMLS:C0009806_constipation,UMLS:C0034067,UMLS:C0009806
1542,UMLS:C0019112_hemorrhoids,80.0,UMLS:C0019080_haemorrhage,UMLS:C0019112,UMLS:C0019080
1543,,,UMLS:C0232695_bowel sounds decreased,UMLS:C0019112,UMLS:C0232695
1544,,,UMLS:C0278014_decreased stool caliber,UMLS:C0019112,UMLS:C0278014
1545,,,UMLS:C0027498_nausea and vomiting,UMLS:C0019112,UMLS:C0027498
1546,,,UMLS:C0020175_hunger,UMLS:C0019112,UMLS:C0020175
1547,,,UMLS:C0011991_diarrhea,UMLS:C0019112,UMLS:C0011991
1548,,,UMLS:C0012833_dizziness,UMLS:C0019112,UMLS:C0012833
1549,,,UMLS:C0020625_hyponatremia,UMLS:C0019112,UMLS:C0020625
1550,,,UMLS:C0009024_clonus,UMLS:C0019112,UMLS:C0009024
1551,,,UMLS:C0030193_pain,UMLS:C0019112,UMLS:C0030193
1552,,,UMLS:C1321756_achalasia,UMLS:C0019112,UMLS:C1321756
1553,,,UMLS:C0085624_burning sensation,UMLS:C0019112,UMLS:C0085624
1554,,,UMLS:C0744492_guaiac positive,UMLS:C0019112,UMLS:C0744492
1555,,,UMLS:C0239832_numbness of hand,UMLS:C0019112,UMLS:C0239832
1556,,,UMLS:C0043144_wheezing,UMLS:C0019112,UMLS:C0043144
1557,,,UMLS:C0010200_cough,UMLS:C0019112,UMLS:C0010200
1558,UMLS:C0006266_spasm bronchial,76.0,UMLS:C0392680_shortness of breath,UMLS:C0006266,UMLS:C0392680
1559,,,UMLS:C0241158_scar tissue,UMLS:C0006266,UMLS:C0241158
1560,,,UMLS:C0277797_apyrexial,UMLS:C0006266,UMLS:C0277797
1561,,,UMLS:C0262581_no known drug allergies,UMLS:C0006266,UMLS:C0262581
1562,,,UMLS:C0030193_pain,UMLS:C0006266,UMLS:C0030193
1563,,,UMLS:C0239134_productive cough,UMLS:C0006266,UMLS:C0239134
1564,,,UMLS:C0242429_throat sore,UMLS:C0006266,UMLS:C0242429
1565,,,UMLS:C0013404_dyspnea,UMLS:C0006266,UMLS:C0013404
1566,,,UMLS:C0232292_chest tightness,UMLS:C0006266,UMLS:C0232292
1567,,,UMLS:C0700292_hypoxemia,UMLS:C0006266,UMLS:C0700292
1568,,,UMLS:C0231835_tachypnea,UMLS:C0006266,UMLS:C0231835
1569,,,UMLS:C0234215_sensory discomfort,UMLS:C0006266,UMLS:C0234215
1570,,,UMLS:C0015967_fever,UMLS:C0006266,UMLS:C0015967
1571,,,UMLS:C0042963_vomiting,UMLS:C0006266,UMLS:C0042963
1572,,,UMLS:C0035508_rhonchus,UMLS:C0006266,UMLS:C0035508
1573,,,UMLS:C0018991_hemiplegia,UMLS:C0006266,UMLS:C0018991
1574,,,UMLS:C0231890_fremitus,UMLS:C0006266,UMLS:C0231890
1575,UMLS:C0003537_aphasia,76.0,UMLS:C0009024_clonus,UMLS:C0003537,UMLS:C0009024
1576,,,UMLS:C0231872_egophony,UMLS:C0003537,UMLS:C0231872
1577,,,UMLS:C0427055_facial paresis,UMLS:C0003537,UMLS:C0427055
1578,,,UMLS:C0221470_aphagia,UMLS:C0003537,UMLS:C0221470
1579,,,UMLS:C0231530_muscle twitch,UMLS:C0003537,UMLS:C0231530
1580,,,UMLS:C0522224_paralyse,UMLS:C0003537,UMLS:C0522224
1581,,,UMLS:C0024031_low back pain,UMLS:C0003537,UMLS:C0024031
1582,,,UMLS:C0277823_charleyhorse,UMLS:C0003537,UMLS:C0277823
1583,UMLS:C0028756_obesity morbid,76.0,UMLS:C0848168_out of breath,UMLS:C0028756,UMLS:C0848168
1584,,,UMLS:C0205254_sedentary,UMLS:C0028756,UMLS:C0205254
1585,,,UMLS:C0002962_angina pectoris,UMLS:C0028756,UMLS:C0002962
1586,,,UMLS:C0010200_cough,UMLS:C0028756,UMLS:C0010200
1587,,,UMLS:C0847488_unhappy,UMLS:C0028756,UMLS:C0847488
1588,,,UMLS:C0553668_labored breathing,UMLS:C0028756,UMLS:C0553668
1589,,,"UMLS:C0020672_hypothermia, natural",UMLS:C0028756,UMLS:C0020672
1590,,,UMLS:C0013404_dyspnea,UMLS:C0028756,UMLS:C0013404
1591,,,UMLS:C0744727_hematocrit decreased,UMLS:C0028756,UMLS:C0744727
1592,,,UMLS:C0043144_wheezing,UMLS:C0028756,UMLS:C0043144
1593,,,UMLS:C0700292_hypoxemia,UMLS:C0028756,UMLS:C0700292
1594,,,UMLS:C0235634_renal angle tenderness,UMLS:C0028756,UMLS:C0235634
1595,,,UMLS:C0424749_feels hot/feverish,UMLS:C0028756,UMLS:C0424749
1596,UMLS:C0034186_pyelonephritis,74.0,UMLS:C0015967_fever,UMLS:C0034186,UMLS:C0015967
1597,,,UMLS:C0030193_pain,UMLS:C0034186,UMLS:C0030193
1598,,,UMLS:C0085606_urgency of micturition,UMLS:C0034186,UMLS:C0085606
1599,,,UMLS:C0018965_hematuria,UMLS:C0034186,UMLS:C0018965
1600,,,UMLS:C0042963_vomiting,UMLS:C0034186,UMLS:C0042963
1601,,,UMLS:C0085593_chill,UMLS:C0034186,UMLS:C0085593
1602,,,UMLS:C0011991_diarrhea,UMLS:C0034186,UMLS:C0011991
1603,,,UMLS:C0027497_nausea,UMLS:C0034186,UMLS:C0027497
1604,,,UMLS:C0000737_pain abdominal,UMLS:C0034186,UMLS:C0000737
1605,,,UMLS:C0231528_myalgia,UMLS:C0034186,UMLS:C0231528
1606,,,UMLS:C0015967_fever,UMLS:C0034186,UMLS:C0015967
1607,,,UMLS:C0085593_chill,UMLS:C0034186,UMLS:C0085593
1608,UMLS:C0014118_endocarditis,71.0,UMLS:C0008033_pleuritic pain,UMLS:C0014118,UMLS:C0008033
1609,,,UMLS:C0205400_thicken,UMLS:C0014118,UMLS:C0205400
1610,,,UMLS:C0231528_myalgia,UMLS:C0014118,UMLS:C0231528
1611,,,UMLS:C0277797_apyrexial,UMLS:C0014118,UMLS:C0277797
1612,,,UMLS:C0028081_night sweat,UMLS:C0014118,UMLS:C0028081
1613,,,UMLS:C1517205_flare,UMLS:C0014118,UMLS:C1517205
1614,,,UMLS:C0392680_shortness of breath,UMLS:C0014118,UMLS:C0392680
1615,,,UMLS:C0085619_orthopnea,UMLS:C0014118,UMLS:C0085619
1616,,,UMLS:C0549483_abscess bacterial,UMLS:C0014118,UMLS:C0549483
1617,,,UMLS:C0020649_hypotension,UMLS:C0014118,UMLS:C0020649
1618,,,UMLS:C0010200_cough,UMLS:C0014118,UMLS:C0010200
1619,,,UMLS:C1513183_metastatic lesion,UMLS:C0014118,UMLS:C1513183
1620,,,UMLS:C0238844_breath sounds decreased,UMLS:C0014118,UMLS:C0238844
1621,,,UMLS:C0043096_decreased body weight,UMLS:C0014118,UMLS:C0043096
1622,,,,UMLS:C0014118,
1623,,,UMLS:C0232118_pulsus paradoxus,UMLS:C0014118,UMLS:C0232118
1624,,,UMLS:C0086439_hypokinesia,UMLS:C0014118,UMLS:C0086439
1625,UMLS:C0031039_effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71.0,UMLS:C0232267_pericardial friction rub,UMLS:C0031039,UMLS:C0232267
1626,,,UMLS:C0013404_dyspnea,UMLS:C0031039,UMLS:C0013404
1627,,,UMLS:C0392680_shortness of breath,UMLS:C0031039,UMLS:C0392680
1628,,,UMLS:C0578150_hemodynamically stable,UMLS:C0031039,UMLS:C0578150
1629,,,UMLS:C0018800_cardiomegaly,UMLS:C0031039,UMLS:C0018800
1630,,,UMLS:C0020649_hypotension,UMLS:C0031039,UMLS:C0020649
1631,,,UMLS:C0241235_sputum purulent,UMLS:C0031039,UMLS:C0241235
1632,,,UMLS:C0427055_facial paresis,UMLS:C0031039,UMLS:C0427055
1633,,,UMLS:C0030193_pain,UMLS:C0031039,UMLS:C0030193
1634,,,UMLS:C0028961_oliguria,UMLS:C0031039,UMLS:C0028961
1635,,,UMLS:C0312422_blackout,UMLS:C0031039,UMLS:C0312422
1636,,,UMLS:C0728899_intoxication,UMLS:C0031039,UMLS:C0728899
1637,UMLS:C0001973_chronic alcoholic intoxication,70.0,UMLS:C0040822_tremor,UMLS:C0001973,UMLS:C0040822
1638,,,UMLS:C0233762_hallucinations auditory,UMLS:C0001973,UMLS:C0233762
1639,,,UMLS:C0438696_suicidal,UMLS:C0001973,UMLS:C0438696
1640,,,UMLS:C0424337_hoard,UMLS:C0001973,UMLS:C0424337
1641,,,UMLS:C0022107_irritable mood,UMLS:C0001973,UMLS:C0022107
1642,,,UMLS:C0150041_feeling hopeless,UMLS:C0001973,UMLS:C0150041
1643,,,UMLS:C0424000_feeling suicidal,UMLS:C0001973,UMLS:C0424000
1644,,,UMLS:C0233647_neologism,UMLS:C0001973,UMLS:C0233647
1645,,,UMLS:C0036572_seizure,UMLS:C0001973,UMLS:C0036572
1646,,,UMLS:C0237154_homelessness,UMLS:C0001973,UMLS:C0237154
1647,,,UMLS:C0917801_sleeplessness,UMLS:C0001973,UMLS:C0917801
1648,,,UMLS:C0041657_unconscious state,UMLS:C0001973,UMLS:C0041657
1649,,,UMLS:C0030318_panic,UMLS:C0001973,UMLS:C0030318
1650,,,UMLS:C0238844_breath sounds decreased,UMLS:C0001973,UMLS:C0238844
1651,,,UMLS:C0392680_shortness of breath,UMLS:C0001973,UMLS:C0392680
1652,UMLS:C0032326_pneumothorax,68.0,UMLS:C0013404_dyspnea,UMLS:C0032326,UMLS:C0013404
1653,,,UMLS:C0425560_cardiovascular finding^UMLS:C1320716_cardiovascular event,UMLS:C0032326,UMLS:C0425560
